country,state,brewery_type,brewery_count,unique_cities,avg_latitude,avg_longitude,pct_with_coordinates,pct_with_address,aggregation_date
United%20States,Wisconsin,closed,20,7,43.3783,-89.1705,80.0,90.0,2025-10-20
United%20States,Wisconsin,planning,18,9,45.5022,-91.7323,11.11,0.0,2025-10-20
United%20States,Wisconsin,regional,18,9,43.3782,-89.5183,100.0,100.0,2025-10-20
United%20States,Wisconsin,large,10,3,43.5207,-88.8032,80.0,80.0,2025-10-20
United%20States,Wisconsin,proprietor,4,2,43.0685,-88.125,100.0,100.0,2025-10-20
United%20States,Wisconsin,nano,2,1,44.3342,-88.091,100.0,100.0,2025-10-20
United%20States,Wyoming,micro,48,11,43.0271,-107.0834,95.83,95.83,2025-10-20
United%20States,Wyoming,brewpub,32,13,42.9017,-108.0176,100.0,100.0,2025-10-20
United%20States,Wyoming,closed,12,6,43.2927,-107.5133,83.33,83.33,2025-10-20
United%20States,Wyoming,taproom,10,4,42.3541,-106.5141,100.0,100.0,2025-10-20
United%20States,Wyoming,regional,2,1,43.1653,-111.0383,100.0,100.0,2025-10-20
