country,state,brewery_type,brewery_count,unique_cities,avg_latitude,avg_longitude,pct_with_coordinates,pct_with_address,aggregation_date
France,Bouche%20du%20Rh%C3%B4ne,micro,3,2,43.3399,5.3386,100.0,100.0,2025-10-20
Germany,Berlin,bar,5,1,13.4109,52.5123,100.0,100.0,2025-10-20
Germany,Berlin,beergarden,3,1,13.3952,52.5082,100.0,100.0,2025-10-20
Germany,Berlin,large,2,1,13.4169,52.4995,100.0,100.0,2025-10-20
Ireland,Carlow,micro,1,1,52.6966,-6.9784,100.0,100.0,2025-10-20
Ireland,Clare,brewpub,1,1,53.0284,-9.2928,100.0,100.0,2025-10-20
Ireland,Cork,micro,5,5,51.9555,-8.4567,100.0,100.0,2025-10-20
Ireland,Cork,brewpub,3,3,51.767,-8.7602,100.0,100.0,2025-10-20
Ireland,Cork,large,2,1,51.9037,-8.4751,100.0,100.0,2025-10-20
Ireland,Cork,regional,1,1,51.9006,-8.4755,100.0,100.0,2025-10-20
Ireland,Donegal,micro,3,3,54.9609,-7.5459,100.0,100.0,2025-10-20
Ireland,Donegal,regional,1,1,54.4977,-8.2142,100.0,100.0,2025-10-20
Ireland,Dublin,micro,10,4,53.346,-6.296,100.0,100.0,2025-10-20
Ireland,Dublin,brewpub,3,3,53.3326,-6.2966,100.0,100.0,2025-10-20
Ireland,Dublin,regional,2,1,53.3334,-6.3083,100.0,100.0,2025-10-20
Ireland,Dublin,large,1,1,53.3419,-6.2867,100.0,100.0,2025-10-20
Ireland,Galway,regional,2,1,53.2817,-8.9291,100.0,100.0,2025-10-20
Ireland,Galway,micro,1,1,53.4871,-10.0204,100.0,100.0,2025-10-20
Ireland,Kerry,micro,2,1,52.0973,-9.5329,100.0,100.0,2025-10-20
Ireland,Kerry,brewpub,1,1,52.1698,-10.3933,100.0,100.0,2025-10-20
Ireland,Kildare,micro,3,3,53.2809,-6.5774,100.0,100.0,2025-10-20
Ireland,Kilkenny,regional,2,1,52.6536,-7.2537,100.0,100.0,2025-10-20
Ireland,Kilkenny,micro,1,1,52.6543,-7.2312,100.0,100.0,2025-10-20
Ireland,Laois,micro,2,2,52.9337,-7.0473,100.0,100.0,2025-10-20
Ireland,Limerick,micro,2,1,52.6658,-8.6262,100.0,100.0,2025-10-20
Ireland,Longford,micro,1,1,53.7336,-7.7844,100.0,100.0,2025-10-20
Ireland,Louth,micro,1,1,53.994,-6.224,100.0,100.0,2025-10-20
Ireland,Mayo,micro,2,2,53.924,0.2089,100.0,100.0,2025-10-20
Ireland,Meath,micro,1,1,53.5661,-6.7949,100.0,100.0,2025-10-20
Ireland,Monaghan,micro,1,1,53.9807,-6.6356,100.0,100.0,2025-10-20
Ireland,Offaly,micro,2,2,53.1422,-7.8567,100.0,100.0,2025-10-20
Ireland,Roscommon,micro,1,1,53.7446,-8.6404,100.0,100.0,2025-10-20
Ireland,Sligo,micro,2,2,54.1781,-8.4911,100.0,100.0,2025-10-20
Ireland,Tipperary,micro,2,2,52.9204,-7.973,100.0,100.0,2025-10-20
Ireland,Waterford,micro,2,2,52.1762,-7.3817,100.0,100.0,2025-10-20
Ireland,Westmeath,brewpub,1,1,53.4237,-7.9429,100.0,100.0,2025-10-20
Ireland,Wexford,micro,2,1,52.3271,-6.5081,100.0,100.0,2025-10-20
Ireland,Wicklow,micro,2,2,52.994,-6.1057,100.0,100.0,2025-10-20
Ireland,Wicklow,regional,1,1,53.0842,-6.111,100.0,100.0,2025-10-20
Isle%20of%20Man,Middle,micro,2,2,54.1399,-4.5322,100.0,100.0,2025-10-20
Italy,Bolzano,large,1,1,11.1175,46.6775,100.0,100.0,2025-10-20
Italy,Bolzano,micro,1,1,11.5646,46.6406,100.0,100.0,2025-10-20
Italy,Bolzano,nano,1,1,11.2159,46.2434,100.0,100.0,2025-10-20
Italy,Bolzano,regional,1,1,11.3574,46.5019,100.0,100.0,2025-10-20
Japan,Osaka,brewpub,6,2,34.7111,135.4919,100.0,100.0,2025-10-20
Japan,Osaka,micro,4,3,34.7663,135.5424,100.0,100.0,2025-10-20
Poland,dolno%C5%9Bl%C4%85skie,micro,20,20,50.9502,16.6369,100.0,100.0,2025-10-20
Poland,dolno%C5%9Bl%C4%85skie,brewpub,11,8,51.0661,16.6833,100.0,100.0,2025-10-20
Poland,dolno%C5%9Bl%C4%85skie,regional,3,2,51.1237,16.5794,100.0,100.0,2025-10-20
Portugal,Aveiro,brewpub,1,1,-8.4343,40.8413,100.0,100.0,2025-10-20
Portugal,Aveiro,micro,1,1,,,0.0,100.0,2025-10-20
Portugal,Beja,brewpub,1,1,38.0099,-7.8538,100.0,100.0,2025-10-20
Portugal,Coimbra,brewpub,1,1,40.1948,-8.4327,100.0,100.0,2025-10-20
Portugal,Faro,micro,1,1,37.0656,-7.973,100.0,100.0,2025-10-20
Portugal,Leiria,brewpub,1,1,-8.7216,39.8286,100.0,100.0,2025-10-20
Portugal,Lisboa,micro,3,3,38.8263,-9.2993,100.0,100.0,2025-10-20
Portugal,Lisboa,brewpub,2,2,38.7089,-9.2709,100.0,100.0,2025-10-20
Portugal,Portalegre,micro,1,1,39.4377,-7.3377,100.0,100.0,2025-10-20
Portugal,Porto,brewpub,1,1,41.1481,-8.6082,100.0,100.0,2025-10-20
Portugal,Porto,micro,1,1,41.1708,-8.6452,100.0,100.0,2025-10-20
Scotland,Argyll,micro,4,4,56.1364,-5.7244,100.0,100.0,2025-10-20
Scotland,Bute,closed,1,1,55.8354,-5.0585,100.0,100.0,2025-10-20
Scotland,East%20Dunbartonshire,micro,1,1,55.9409,-4.3132,100.0,100.0,2025-10-20
Scotland,West%20Dunbartonshire,micro,4,3,55.9787,-4.5468,100.0,100.0,2025-10-20
Singapore,Singapore,bar,28,1,100.2475,4.9694,100.0,100.0,2025-10-20
Singapore,Singapore,brewpub,4,1,78.253,26.9417,100.0,100.0,2025-10-20
Singapore,Singapore,large,1,1,103.6478,1.3365,100.0,100.0,2025-10-20
South%20Korea,Busan,brewpub,8,6,35.1974,129.1335,100.0,100.0,2025-10-20
South%20Korea,Busan,micro,1,1,35.2081,128.9441,100.0,100.0,2025-10-20
South%20Korea,Chungcheongbukdo,brewpub,1,1,36.9676,127.9248,100.0,100.0,2025-10-20
South%20Korea,Chungcheongnamdo,micro,2,2,36.6279,126.7627,100.0,100.0,2025-10-20
South%20Korea,Chungcheongnamdo,brewpub,1,1,36.8306,126.7072,100.0,100.0,2025-10-20
South%20Korea,Daejeon,brewpub,1,1,36.3115,127.3578,100.0,100.0,2025-10-20
South%20Korea,Deagu,brewpub,1,1,35.8608,128.6065,100.0,100.0,2025-10-20
South%20Korea,Gangwondo,brewpub,7,5,37.7402,128.3821,100.0,100.0,2025-10-20
South%20Korea,Gwangju,brewpub,1,1,35.2153,126.8492,100.0,100.0,2025-10-20
South%20Korea,Gyeonggido,brewpub,8,8,37.5625,127.1179,100.0,100.0,2025-10-20
South%20Korea,Gyeonggido,micro,1,1,37.7092,127.1616,100.0,100.0,2025-10-20
South%20Korea,Gyeongsangbukdo,brewpub,2,2,36.5893,128.4436,100.0,100.0,2025-10-20
South%20Korea,Gyeongsangbukdo,micro,1,1,36.6034,128.5338,100.0,100.0,2025-10-20
South%20Korea,Gyeongsangnamdo,brewpub,3,3,34.9309,128.346,100.0,100.0,2025-10-20
South%20Korea,Incheon,brewpub,2,2,37.4446,126.6487,100.0,100.0,2025-10-20
South%20Korea,Jejudo,brewpub,3,2,33.3326,126.5772,100.0,100.0,2025-10-20
South%20Korea,Jeollabukdo,brewpub,3,2,35.7721,127.3014,100.0,100.0,2025-10-20
South%20Korea,Jeollanamdo,brewpub,1,1,34.9474,127.4987,100.0,100.0,2025-10-20
South%20Korea,Seoul,brewpub,14,11,37.5337,126.986,100.0,100.0,2025-10-20
Sweden,Blekinge,micro,6,3,56.1767,15.4752,100.0,100.0,2025-10-20
Sweden,Halland,micro,4,3,,,0.0,100.0,2025-10-20
United%20States,Alabama,micro,32,17,33.6421,-86.9812,78.12,100.0,2025-10-20
United%20States,Alabama,planning,8,7,33.0729,-86.9451,100.0,0.0,2025-10-20
United%20States,Alabama,brewpub,4,3,34.3743,-86.3346,75.0,100.0,2025-10-20
United%20States,Alabama,contract,1,1,30.6847,-88.0513,100.0,100.0,2025-10-20
United%20States,Alaska,micro,29,20,60.5504,-145.8733,100.0,100.0,2025-10-20
United%20States,Alaska,brewpub,14,8,60.8975,-146.6345,100.0,100.0,2025-10-20
United%20States,Alaska,closed,4,4,58.8977,-141.3517,100.0,75.0,2025-10-20
United%20States,Alaska,planning,2,2,61.1731,-148.1221,100.0,0.0,2025-10-20
United%20States,Alaska,contract,1,1,61.2165,-149.8939,100.0,100.0,2025-10-20
United%20States,Alaska,regional,1,1,58.3568,-134.4919,100.0,100.0,2025-10-20
United%20States,Arizona,micro,59,24,33.3001,-111.6755,59.32,98.31,2025-10-20
United%20States,Arizona,brewpub,46,22,33.6552,-112.1477,52.17,100.0,2025-10-20
United%20States,Arizona,planning,13,7,33.5554,-111.9516,100.0,0.0,2025-10-20
United%20States,Arizona,contract,4,2,33.4793,-111.9457,75.0,100.0,2025-10-20
United%20States,Arizona,large,2,1,33.4029,-111.9447,50.0,100.0,2025-10-20
United%20States,Arizona,regional,1,1,33.3032,-111.8423,100.0,100.0,2025-10-20
United%20States,Arkansas,micro,22,12,35.5062,-93.1886,72.73,100.0,2025-10-20
United%20States,Arkansas,brewpub,18,10,35.4523,-93.0398,61.11,100.0,2025-10-20
United%20States,Arkansas,planning,4,4,36.2625,-94.0365,100.0,0.0,2025-10-20
United%20States,Arkansas,contract,1,1,36.0662,-94.1621,100.0,100.0,2025-10-20
United%20States,California,micro,466,204,35.5997,-119.4799,100.0,98.07,2025-10-20
United%20States,California,brewpub,254,145,36.0997,-120.0649,99.21,100.0,2025-10-20
United%20States,California,planning,64,51,35.5475,-119.5111,100.0,0.0,2025-10-20
United%20States,California,closed,51,38,35.2263,-119.168,100.0,100.0,2025-10-20
United%20States,California,regional,29,21,36.0107,-120.1784,100.0,100.0,2025-10-20
United%20States,California,contract,27,21,36.1566,-120.52,92.59,81.48,2025-10-20
United%20States,California,large,15,10,34.6434,-118.9039,100.0,100.0,2025-10-20
United%20States,California,proprietor,13,11,36.2697,-120.4441,100.0,84.62,2025-10-20
United%20States,Colorado,micro,228,69,39.6791,-105.2153,59.21,99.56,2025-10-20
United%20States,Colorado,brewpub,141,71,39.2225,-105.9458,75.18,100.0,2025-10-20
United%20States,Colorado,planning,39,22,39.3179,-104.9754,15.38,2.56,2025-10-20
United%20States,Colorado,regional,11,6,40.0833,-105.0578,72.73,100.0,2025-10-20
United%20States,Colorado,closed,9,7,39.7053,-104.9281,33.33,100.0,2025-10-20
United%20States,Colorado,contract,9,7,39.824,-105.0297,77.78,100.0,2025-10-20
United%20States,Colorado,large,7,5,39.8571,-105.2035,85.71,100.0,2025-10-20
United%20States,Colorado,proprietor,4,3,39.7614,-104.984,25.0,100.0,2025-10-20
United%20States,Connecticut,micro,41,37,41.5691,-72.8035,56.1,95.12,2025-10-20
United%20States,Connecticut,closed,22,19,41.4358,-72.7174,36.36,77.27,2025-10-20
United%20States,Connecticut,planning,15,15,,,0.0,0.0,2025-10-20
United%20States,Connecticut,brewpub,10,10,41.5267,-72.7937,100.0,100.0,2025-10-20
United%20States,Connecticut,contract,5,5,41.374,-73.0636,80.0,80.0,2025-10-20
United%20States,Connecticut,regional,1,1,41.1844,-73.1512,100.0,100.0,2025-10-20
United%20States,Delaware,brewpub,14,9,39.1845,-75.3598,71.43,100.0,2025-10-20
United%20States,Delaware,micro,10,8,39.085,-75.5432,40.0,100.0,2025-10-20
United%20States,Delaware,planning,2,2,,,0.0,0.0,2025-10-20
United%20States,Delaware,large,1,1,,,0.0,100.0,2025-10-20
United%20States,Delaware,regional,1,1,38.7669,-75.3116,100.0,100.0,2025-10-20
United%20States,District%20of%20Columbia,brewpub,6,1,38.8978,-77.0092,100.0,100.0,2025-10-20
United%20States,District%20of%20Columbia,micro,5,1,38.9196,-77.0017,60.0,100.0,2025-10-20
United%20States,District%20of%20Columbia,contract,2,1,38.8977,-77.0088,100.0,100.0,2025-10-20
United%20States,District%20of%20Columbia,planning,2,1,,,0.0,0.0,2025-10-20
United%20States,District%20of%20Columbia,regional,1,1,,,0.0,100.0,2025-10-20
United%20States,Florida,micro,190,88,28.1073,-82.0002,58.95,99.47,2025-10-20
United%20States,Florida,brewpub,65,45,28.3804,-81.9926,63.08,100.0,2025-10-20
United%20States,Florida,planning,38,27,,,0.0,0.0,2025-10-20
United%20States,Florida,contract,6,5,27.4939,-82.1763,66.67,100.0,2025-10-20
United%20States,Florida,regional,5,4,28.1351,-81.8488,60.0,100.0,2025-10-20
United%20States,Florida,large,4,4,27.5323,-80.6416,75.0,100.0,2025-10-20
United%20States,Florida,proprietor,4,4,27.0808,-80.8076,75.0,100.0,2025-10-20
United%20States,Georgia,micro,47,28,33.5929,-84.003,68.09,100.0,2025-10-20
United%20States,Georgia,brewpub,25,16,33.7398,-84.1489,60.0,100.0,2025-10-20
United%20States,Georgia,planning,19,16,,,0.0,0.0,2025-10-20
United%20States,Georgia,large,3,3,32.787,-83.7399,66.67,100.0,2025-10-20
United%20States,Georgia,regional,3,2,33.8836,-83.8806,66.67,100.0,2025-10-20
United%20States,Georgia,contract,2,1,,,0.0,100.0,2025-10-20
United%20States,Georgia,proprietor,1,1,32.8282,-83.6303,100.0,100.0,2025-10-20
United%20States,Hawaii,brewpub,12,7,21.2278,-157.7336,100.0,100.0,2025-10-20
United%20States,Hawaii,micro,7,6,20.7995,-156.9922,100.0,100.0,2025-10-20
United%20States,Hawaii,closed,3,2,20.7704,-156.9299,100.0,100.0,2025-10-20
United%20States,Hawaii,regional,1,1,19.6431,-155.9977,100.0,100.0,2025-10-20
United%20States,Idaho,micro,36,19,44.8803,-116.0264,100.0,100.0,2025-10-20
United%20States,Idaho,brewpub,23,15,44.9819,-115.2015,95.65,100.0,2025-10-20
United%20States,Idaho,closed,5,5,44.9236,-115.2177,60.0,80.0,2025-10-20
United%20States,Idaho,contract,1,1,47.7725,-116.8105,100.0,100.0,2025-10-20
United%20States,Idaho,large,1,1,43.6185,-116.2029,100.0,100.0,2025-10-20
United%20States,Idaho,proprietor,1,1,47.7251,-116.7874,100.0,100.0,2025-10-20
United%20States,Illinois,micro,123,78,41.2325,-88.4553,68.29,97.56,2025-10-20
United%20States,Illinois,brewpub,88,62,41.3429,-88.4223,75.0,100.0,2025-10-20
United%20States,Illinois,planning,23,18,,,0.0,0.0,2025-10-20
United%20States,Illinois,contract,11,6,41.8875,-87.7835,36.36,90.91,2025-10-20
United%20States,Illinois,proprietor,5,3,41.9625,-87.8072,60.0,100.0,2025-10-20
United%20States,Illinois,large,4,2,41.8727,-87.6827,50.0,100.0,2025-10-20
United%20States,Illinois,regional,3,2,41.9441,-87.6948,66.67,100.0,2025-10-20
United%20States,Indiana,brewpub,76,41,40.1516,-86.3798,61.84,100.0,2025-10-20
United%20States,Indiana,micro,60,38,40.264,-86.3642,61.67,100.0,2025-10-20
United%20States,Indiana,planning,20,18,,,0.0,0.0,2025-10-20
United%20States,Indiana,regional,3,3,39.4915,-86.3412,66.67,100.0,2025-10-20
United%20States,Indiana,contract,2,2,39.2956,-85.2161,50.0,100.0,2025-10-20
United%20States,Indiana,proprietor,1,1,,,0.0,100.0,2025-10-20
United%20States,Iowa,micro,56,42,42.1479,-93.0014,100.0,100.0,2025-10-20
United%20States,Iowa,brewpub,32,22,41.7785,-92.1851,96.88,100.0,2025-10-20
United%20States,Iowa,closed,2,2,41.8688,-93.6162,100.0,100.0,2025-10-20
United%20States,Iowa,contract,1,1,41.4335,-91.0294,100.0,100.0,2025-10-20
United%20States,Kansas,brewpub,20,13,38.6038,-96.6236,85.0,100.0,2025-10-20
United%20States,Kansas,micro,18,12,38.3751,-96.563,72.22,94.44,2025-10-20
United%20States,Kansas,planning,7,7,,,0.0,0.0,2025-10-20
United%20States,Kansas,proprietor,1,1,,,0.0,100.0,2025-10-20
United%20States,Kansas,regional,1,1,39.1429,-96.6793,100.0,100.0,2025-10-20
United%20States,Kentucky,micro,41,20,38.1458,-85.0719,85.37,100.0,2025-10-20
United%20States,Kentucky,brewpub,12,6,38.0414,-85.6023,91.67,100.0,2025-10-20
United%20States,Kentucky,planning,3,3,,,0.0,0.0,2025-10-20
United%20States,Kentucky,contract,1,1,38.2019,-85.7347,100.0,100.0,2025-10-20
United%20States,Kentucky,regional,1,1,38.0495,-84.516,100.0,100.0,2025-10-20
United%20States,Louisiana,micro,27,16,30.7207,-91.3407,85.19,100.0,2025-10-20
United%20States,Louisiana,closed,6,5,30.4188,-90.0805,33.33,83.33,2025-10-20
United%20States,Louisiana,brewpub,5,4,30.6303,-91.1112,100.0,100.0,2025-10-20
United%20States,Louisiana,planning,5,5,,,0.0,0.0,2025-10-20
United%20States,Louisiana,regional,1,1,30.482,-90.0565,100.0,100.0,2025-10-20
United%20States,Maine,micro,70,47,43.9902,-69.7605,54.29,100.0,2025-10-20
United%20States,Maine,brewpub,31,26,44.3694,-69.4239,74.19,100.0,2025-10-20
United%20States,Maine,planning,7,7,,,0.0,0.0,2025-10-20
United%20States,Maine,regional,3,2,43.8201,-70.2621,100.0,100.0,2025-10-20
United%20States,Maine,contract,2,2,44.4309,-68.988,50.0,100.0,2025-10-20
United%20States,Maine,proprietor,1,1,43.6624,-70.2645,100.0,100.0,2025-10-20
United%20States,Maryland,micro,52,35,39.1644,-76.6641,46.15,96.15,2025-10-20
United%20States,Maryland,brewpub,26,17,39.0409,-76.5551,73.08,100.0,2025-10-20
United%20States,Maryland,planning,18,14,,,0.0,0.0,2025-10-20
United%20States,Maryland,contract,6,5,39.2841,-76.5673,16.67,100.0,2025-10-20
United%20States,Maryland,regional,4,3,38.8624,-76.511,50.0,100.0,2025-10-20
United%20States,Maryland,proprietor,2,2,38.5702,-76.0775,50.0,50.0,2025-10-20
United%20States,Maryland,large,1,1,39.2223,-76.6984,100.0,100.0,2025-10-20
United%20States,Massachusetts,micro,93,73,42.2684,-71.4952,62.37,95.7,2025-10-20
United%20States,Massachusetts,brewpub,34,29,42.3207,-71.3945,76.47,100.0,2025-10-20
United%20States,Massachusetts,planning,16,16,,,0.0,0.0,2025-10-20
United%20States,Massachusetts,regional,12,10,42.3607,-71.423,91.67,100.0,2025-10-20
United%20States,Massachusetts,contract,7,7,42.2809,-72.1747,85.71,85.71,2025-10-20
United%20States,Massachusetts,proprietor,2,2,42.2436,-70.8862,50.0,100.0,2025-10-20
United%20States,Michigan,brewpub,199,134,43.1263,-84.8074,78.39,100.0,2025-10-20
United%20States,Michigan,micro,143,94,43.1956,-85.0636,74.83,99.3,2025-10-20
United%20States,Michigan,planning,21,20,,,0.0,0.0,2025-10-20
United%20States,Michigan,regional,9,6,42.6903,-84.7179,55.56,100.0,2025-10-20
United%20States,Michigan,contract,3,3,42.1701,-84.9696,66.67,100.0,2025-10-20
United%20States,Minnesota,micro,111,67,45.1891,-93.5948,69.37,98.2,2025-10-20
United%20States,Minnesota,brewpub,44,29,45.5354,-93.2723,86.36,100.0,2025-10-20
United%20States,Minnesota,planning,13,11,,,0.0,0.0,2025-10-20
United%20States,Minnesota,regional,8,6,45.4459,-93.2563,62.5,100.0,2025-10-20
United%20States,Minnesota,contract,5,3,44.6345,-93.0104,60.0,100.0,2025-10-20
United%20States,Minnesota,proprietor,2,2,44.9462,-93.2093,100.0,100.0,2025-10-20
United%20States,Mississippi,micro,13,13,31.907,-89.4701,84.62,100.0,2025-10-20
United%20States,Mississippi,brewpub,2,2,32.3493,-90.8822,50.0,100.0,2025-10-20
United%20States,Mississippi,contract,1,1,32.4001,-88.701,100.0,100.0,2025-10-20
United%20States,Mississippi,planning,1,1,,,0.0,0.0,2025-10-20
United%20States,Montana,micro,61,35,46.7379,-111.1695,67.21,98.36,2025-10-20
United%20States,Montana,brewpub,17,12,46.5966,-111.2463,82.35,100.0,2025-10-20
United%20States,Montana,planning,10,7,,,0.0,0.0,2025-10-20
United%20States,Montana,contract,2,2,,,0.0,100.0,2025-10-20
United%20States,Montana,regional,2,2,46.9224,-114.073,50.0,100.0,2025-10-20
United%20States,Nebraska,micro,35,21,41.1063,-97.6367,100.0,100.0,2025-10-20
United%20States,Nebraska,brewpub,21,13,41.1377,-97.6902,100.0,100.0,2025-10-20
United%20States,Nebraska,planning,4,3,,,0.0,0.0,2025-10-20
United%20States,Nebraska,closed,2,2,40.8148,-96.6977,50.0,100.0,2025-10-20
United%20States,Nevada,micro,22,7,38.561,-118.5259,50.0,100.0,2025-10-20
United%20States,Nevada,brewpub,20,9,38.4743,-118.4187,80.0,100.0,2025-10-20
United%20States,Nevada,planning,5,3,,,0.0,0.0,2025-10-20
United%20States,Nevada,contract,3,2,,,0.0,100.0,2025-10-20
United%20States,Nevada,bar,1,1,40.8364,-115.7934,100.0,100.0,2025-10-20
United%20States,New%20Hampshire,micro,43,32,43.1824,-71.594,55.81,100.0,2025-10-20
United%20States,New%20Hampshire,brewpub,40,27,43.4295,-71.4051,27.5,100.0,2025-10-20
United%20States,New%20Hampshire,closed,20,18,43.1599,-71.5602,80.0,95.0,2025-10-20
United%20States,New%20Hampshire,planning,7,7,,,0.0,14.29,2025-10-20
United%20States,New%20Hampshire,large,1,1,42.8254,-71.486,100.0,100.0,2025-10-20
United%20States,New%20Hampshire,nano,1,1,,,0.0,100.0,2025-10-20
United%20States,New%20Hampshire,regional,1,1,42.9455,-70.8535,100.0,100.0,2025-10-20
United%20States,New%20Jersey,micro,79,66,40.0647,-74.6214,54.43,100.0,2025-10-20
United%20States,New%20Jersey,brewpub,16,16,40.3775,-74.5734,75.0,100.0,2025-10-20
United%20States,New%20Jersey,planning,14,14,,,0.0,0.0,2025-10-20
United%20States,New%20Jersey,contract,4,4,40.8391,-74.1208,50.0,100.0,2025-10-20
United%20States,New%20Jersey,large,1,1,,,0.0,100.0,2025-10-20
United%20States,New%20Jersey,regional,1,1,39.8539,-75.0209,100.0,100.0,2025-10-20
United%20States,New%20Mexico,brewpub,44,20,34.8051,-106.1193,68.18,100.0,2025-10-20
United%20States,New%20Mexico,micro,30,14,35.167,-106.1586,60.0,100.0,2025-10-20
United%20States,New%20Mexico,planning,5,3,,,0.0,0.0,2025-10-20
United%20States,New%20Mexico,regional,2,2,35.3447,-106.3492,100.0,100.0,2025-10-20
United%20States,New%20Mexico,contract,1,1,32.302,-106.7374,100.0,100.0,2025-10-20
United%20States,New%20Mexico,proprietor,1,1,36.8214,-107.995,100.0,100.0,2025-10-20
United%20States,New%20York,micro,226,156,42.1298,-75.191,59.73,97.35,2025-10-20
United%20States,New%20York,brewpub,111,78,42.4557,-75.7071,68.47,100.0,2025-10-20
United%20States,New%20York,planning,37,32,,,0.0,0.0,2025-10-20
United%20States,New%20York,contract,22,13,41.544,-75.1372,31.82,86.36,2025-10-20
United%20States,New%20York,proprietor,10,10,42.3591,-75.2846,60.0,90.0,2025-10-20
United%20States,New%20York,regional,9,7,41.9014,-74.9276,66.67,100.0,2025-10-20
United%20States,New%20York,large,4,3,41.5636,-74.1181,75.0,100.0,2025-10-20
United%20States,North%20Carolina,micro,180,89,35.5022,-80.0206,65.56,98.33,2025-10-20
United%20States,North%20Carolina,brewpub,73,43,35.5291,-80.3355,71.23,98.63,2025-10-20
United%20States,North%20Carolina,planning,29,23,,,0.0,0.0,2025-10-20
United%20States,North%20Carolina,regional,13,11,35.6379,-80.6949,69.23,100.0,2025-10-20
United%20States,North%20Carolina,contract,5,5,36.0993,-79.2703,20.0,100.0,2025-10-20
United%20States,North%20Carolina,large,4,3,35.5088,-82.5337,75.0,100.0,2025-10-20
United%20States,North%20Carolina,proprietor,3,3,35.7561,-80.7323,66.67,100.0,2025-10-20
United%20States,North%20Dakota,micro,12,7,47.0666,-99.4056,100.0,100.0,2025-10-20
United%20States,North%20Dakota,brewpub,8,6,47.424,-99.9758,100.0,100.0,2025-10-20
United%20States,North%20Dakota,closed,3,3,46.8198,-98.8353,66.67,100.0,2025-10-20
United%20States,North%20Dakota,nano,2,2,47.4291,-97.5289,100.0,100.0,2025-10-20
United%20States,North%20Dakota,bar,1,1,46.8749,-96.7889,100.0,100.0,2025-10-20
United%20States,Ohio,micro,163,91,40.2613,-82.9117,76.07,99.39,2025-10-20
United%20States,Ohio,brewpub,94,55,40.6692,-82.6065,82.98,100.0,2025-10-20
United%20States,Ohio,planning,26,22,,,0.0,0.0,2025-10-20
United%20States,Ohio,regional,9,4,39.8274,-83.6103,88.89,88.89,2025-10-20
United%20States,Ohio,contract,7,6,41.0599,-81.9799,57.14,85.71,2025-10-20
United%20States,Ohio,large,2,2,39.7795,-83.738,100.0,100.0,2025-10-20
United%20States,Ohio,closed,1,1,39.9704,-83.0041,100.0,100.0,2025-10-20
United%20States,Ohio,proprietor,1,1,,,0.0,100.0,2025-10-20
United%20States,Oklahoma,micro,30,10,35.7067,-96.5494,100.0,100.0,2025-10-20
